type,file,total,totalPositive,totalNegative,files
dhash,1.jpg,31,31,0,test-folder/1-color-grey.jpg,test-folder/1-color-sepia.jpg,test-folder/1-crop-100.jpg,test-folder/1-crop-right.jpg,test-folder/1-enhance-bright-down.jpg,test-folder/1-enhance-bright-down2.jpg,test-folder/1-enhance-bright-up.jpg,test-folder/1-enhance-bright-up2.jpg,test-folder/1-enhance-color-down.jpg,test-folder/1-enhance-color-down2.jpg,test-folder/1-enhance-color-up.jpg,test-folder/1-enhance-color-up2.jpg,test-folder/1-enhance-contrast-down.jpg,test-folder/1-enhance-contrast-down2.jpg,test-folder/1-enhance-contrast-up.jpg,test-folder/1-enhance-contrast-up2.jpg,test-folder/1-filter-blur.jpg,test-folder/1-filter-detail.jpg,test-folder/1-filter-edges.jpg,test-folder/1-filter-sharpen.jpg,test-folder/1-filter-smooth.jpg,test-folder/1-format-gif.gif,test-folder/1-format-jpg.jpg,test-folder/1-format-png.png,test-folder/1-resize-big-proportional.jpg,test-folder/1-resize-big.jpg,test-folder/1-resize-small-proportional.jpg,test-folder/1-resize-small.jpg,test-folder/1-rotate-10.jpg,test-folder/1-rotate-5.jpg,test-folder/1.jpg
